product_name,filename,link,type,appliedVariationProduct,applicableRegion,description
,,,,"['85U06P01R0-Pink', '85U06B01R0-Blue', '85U06R01R0-Orange']",['TW'],（Just and LOOP 共用）
,,,['umFile'],"['85U06B01R0-Blue', '85U06P01R0-Pink', '85U06R01R0-Orange']","['US', 'UK']",Metric units only
,,,['umFile'],"['85U06B01R0-Blue', '85U06P01R0-Pink', '85U06R01R0-Orange']",['TW'],
,,,['OtherReferenceMaterialOther'],"['85U06B01R0-Blue', '85U06P01R0-Pink', '85U06R01R0-Orange']","['US', 'TW', 'UK']",產品介紹
,,,['specificationTable'],"['85U06B01R0-Blue', '85U06P01R0-Pink', '85U06R01R0-Orange']",['UK'],
,,,['complianceOther'],"['85U06B01R0-Blue', '85U06P01R0-Pink', '85U06R01R0-Orange']",[],(Jason EMC) J55013(H14) Sound and Television Broadcast Receivers and Associated Equipment – Radio  Disturbance Characteristics.
,,,['complianceOther'],"['85U06R01R0-Orange', '85U06P01R0-Pink', '85U06B01R0-Blue']","['UK', 'US', 'TW']","IEC 60065: 2014 / EN 60065: 2014 (Audio, video and similar electronic apparatus – Safety requirements)"
,,,['complianceOther'],"['85U06B01R0-Blue', '85U06P01R0-Pink', '85U06R01R0-Orange']",[],(Jason EMC) J55013(H14)
,,,['complianceOther'],"['85U06R01R0-Orange', '85U06P01R0-Pink', '85U06B01R0-Blue']",[],"IEC 60065: 2014 / EN 60065: 2014 (Audio, video and similar electronic apparatus – Safety requirements)"
,,,['complianceOther'],"['85U06B01R0-Blue', '85U06P01R0-Pink', '85U06R01R0-Orange']",[],CB
,,,['complianceOther'],"['85U06R01R0-Orange', '85U06P01R0-Pink', '85U06B01R0-Blue']",[],CB
,,,['umFile'],"['85U06B01R0-Blue', '85U06P01R0-Pink', '85U06R01R0-Orange']",[],
,,,['OtherReferenceMaterialOther'],"['AA11T1-38', 'AA11T1-56', 'AA11T2-38', 'AA11T2-56', 'AA11T3-38', 'AA11T3-56', 'AA11T4-38', 'AA11T4-56', 'AA11T5-38', 'AA11T5-56']","['CA', 'DE', 'ES', 'UK', 'TW', 'IT', 'FR', 'US']",無毒（無偶氮化物）
,,,['OtherReferenceMaterialOther'],"['AA11T1-38', 'AA11T1-56', 'AA11T2-38', 'AA11T2-56', 'AA11T3-38', 'AA11T3-56', 'AA11T4-38', 'AA11T4-56', 'AA11T5-38', 'AA11T5-56']","['CA', 'DE', 'ES', 'UK', 'TW', 'IT', 'FR', 'US']",色牢度
,,,['OtherReferenceMaterialOther'],"['AA11T1-38', 'AA11T1-56', 'AA11T2-38', 'AA11T2-56', 'AA11T3-38', 'AA11T3-56', 'AA11T4-38', 'AA11T4-56', 'AA11T5-38', 'AA11T5-56']","['CA', 'US', 'FR', 'IT', 'DE', 'ES', 'TW', 'UK']",遮光率
,,,['OtherReferenceMaterialOther'],"['AA11T1-38', 'AA11T1-56', 'AA11T2-38', 'AA11T2-56', 'AA11T3-38', 'AA11T3-56', 'AA11T4-38', 'AA11T4-56', 'AA11T5-38', 'AA11T5-56']","['US', 'UK', 'CA']",公司簡介
,,https://www.youtube.com/watch?v=dPPCkhG65gw,['marketingVideo'],['HMG-DH-1020'],[],臺灣Dr. Hook掛鉤影片
,,https://youtu.be/tBv8Z3m8Etw,['marketingVideo'],[''],"['CA', 'FR', 'IT', 'DE', 'ES', 'UK', 'TW', 'US']",安裝影片
,,,,['B02003'],[],
,,,['OtherReferenceMaterialOther'],['B05004-3'],"['US', 'UK']",SGS
,,,['rohs'],"['', 'A101001', 'A101004', 'A101008', 'A101006', 'A101010', 'A101013', 'A101014', 'A101015', 'A101016']",['US'],
,,,['complianceOther'],"['85U14W01R0', '85U14W03R0', '85U14W04R0']",['TW'],進口免驗文件
,,,,['PTBL001'],"['CA', 'TW', 'UK', 'US']",農殘檢驗
,,,,['sd5728'],[],
,,,,"['85U17001R0', '85U17002R0', '85U17003R0']",[],經濟部標準檢驗局
,,,,"['85U17001R0', '85U17002R0', '85U17003R0']",[],Just Mic Power 中文說明書
,,,['OtherReferenceMaterialOther'],"['LP001-7XL', 'LP001-7L', 'LP001-7M', 'LP001-7S']",['TW'],reference laundry label
,,,['OtherReferenceMaterialOther'],"['LP001-7XL', 'LP001-7L', 'LP001-7M', 'LP001-7S']",['TW'],reference laundry label
,,,['productPackageDesign'],"['LP001-7S', 'LP001-7M', 'LP001-7L', 'LP001-7XL']",[],
,,,,['PTOG002'],"['CA', 'US', 'TW']",農殘檢測_日規
,,,['productPackageDesign'],"['LP004-9S', 'LP004-9M', 'LP004-9L', 'LP004-9XL']",['TW'],
,,,['complianceOther'],['TD-1035'],['TW'],"目前證書是台灣品牌的名稱, 但是是同一個產品"
,,,['ce'],['TD-1035'],"['DE', 'ES', 'FR', 'IT', 'UK']",即 CE 證書，歐盟皆適用
,,,['complianceOther'],['TD-1035'],['UK'],EN ISO 80601-2-56 2012
,,,['complianceOther'],['TD-1035'],['UK'],
,,,['complianceOther'],['TD-1035'],['UK'],
,,,['msds'],['TD-1035'],[],1035 塑膠材質之MSDS (奇美ABS)
,,,['bluetooth'],['TD-1035'],[],
,,,['complianceOther'],['TD-1035'],[],ISO 9001
,,,['fda'],['TD-1035'],[],Taidoc 廠內測試（根據ISO 80601-2-56:2009）
,,,['fda'],['TD-1035'],[],Taidoc 廠內測試（根據ISO 80601-2-56:2009）
,,,['fda'],['TD-1035'],[],Taidoc 廠內測試（根據ISO 80601-2-56:2009）
,,,['fda'],['TD-1035'],[],Taidoc 廠內測試（根據ISO 80601-2-56:2009）
,,,['fda'],['TD-1035'],[],Taidoc 廠內測試（根據ISO 80601-2-56:2009）
,,,['fda'],['TD-1035'],[],Taidoc 廠內測試（根據ISO 80601-2-56:2009）
,,,['complianceOther'],['C001'],"['CA', 'US']",
,,,['complianceOther'],['C001'],[],
,,,,"['85U20001R0', '85U20002R0', '85U20003R0', '85U20004R0']",[],中文說明書word檔
,,,,"['85U20001R0', '85U20002R0', '85U20003R0', '85U20004R0']",[],中文說明書pdf檔
,,,['ce'],"['85U20002R0', '85U20003R0']","['UK', 'IT', 'DE', 'ES', 'FR']",CE測試報告
,,,['ce'],"['85U20002R0', '85U20003R0']","['UK', 'DE', 'IT', 'ES', 'FR']",CE證書
,,,['fcc'],"['85U20001R0', '85U20004R0', '85U20009R0']",[],FCC/ICES測試報告
,,,['fcc'],"['85U20001R0', '85U20004R0', '85U20009R0']",[],FCC/ICES證書
,,,['complianceOther'],[],[],VCCI測試報告
,,,['complianceOther'],[],[],VCCI證書
,,,['complianceOther'],[],[],CB證書
,,,['complianceOther'],[],[],CB測試報告
,,https://www.youtube.com/watch?v=fTST1T--r8c,['marketingVideo'],"['', 'ultraduoz1wz']",[],
,,,['rohs'],['ultraduoz1wz'],"['DE', 'ES', 'IT', 'FR', 'UK']",
,,,['ce'],['ultraduoz1wz'],"['DE', 'ES', 'IT', 'FR', 'UK']",
,,,['complianceOther'],['ultraduoz1wz'],['TW'],BSMI
,,,['umFile'],['ultraduoz1wz'],"['UK', 'US', 'CA']",英文版說明書
,,,['umFile'],['ultraduoz1wz'],['DE'],德文版說明書
,,,['complianceOther'],"['', 'S150101-1', 'S150101-2', 'S150101-3']",['US'],US 發明專利
,,,['complianceOther'],"['S150101-1', 'S150101-2', 'S150101-3']",['CA'],CA 商標
,,https://mega.nz/#!v9QWEArb!LD1q6ZlsmWyRqGIVPeHp8YF0N1pysU20HyTtFOwoNVw,['umLink'],"['S150101-1', 'S150101-2', 'S150101-3']","['CA', 'US']",
,,https://youtu.be/EwJtWhbS8JQ,['operationVideo'],"['S150101-1', 'S150101-2', 'S150101-3']","['CA', 'US']",
,,,,[''],[],
,,,['msds'],['TJTA003'],[],
,,https://www.youtube.com/watch?v=HlcWfeymE_s,['marketingVideo'],['NH-030'],"['TW', 'US', 'UK', 'CA', 'DE', 'ES', 'FR', 'IT']",https://www.youtube.com/watch?v=HlcWfeymE_s
,,,['complianceOther'],['NH-030'],['TW'],BSMI 商檢證
,,,['complianceOther'],[''],['US'],US 專利
,,,['complianceOther'],"['S150103-1', 'S150103-2', 'S150103-3']",['CA'],CA 商標
,,https://mega.nz/#!v9QWEArb!LD1q6ZlsmWyRqGIVPeHp8YF0N1pysU20HyTtFOwoNVw,['umLink'],"['S150103-1', 'S150103-2', 'S150103-3']","['CA', 'US']",
,,https://youtu.be/EwJtWhbS8JQ,['operationVideo'],"['S150103-1', 'S150103-2', 'S150103-3']","['CA', 'US']",
,,,,[''],[],
,,,['msds'],['TJTA004'],[],
,,,['complianceOther'],"['S150204-1', 'S150204-2', 'S150204-3']",['US'],
,,,['complianceOther'],"['S150204-1', 'S150204-2', 'S150204-3']",['CA'],
,,https://mega.nz/#!zwhEHKiA!5Up7VxrqMe6EePg80wSz8Oee-4UAOV3NfmBUcxISvHE,['umLink'],"['S150204-1', 'S150204-2', 'S150204-3']","['CA', 'US']",
,,https://youtu.be/ehpDAZH6PTw,['operationVideo'],"['S150204-1', 'S150204-2', 'S150204-3']","['CA', 'US']",
,,,['complianceOther'],"['S150203-1', 'S150203-2', 'S150203-3']",['US'],US專利
,,,['complianceOther'],"['S150203-1', 'S150203-2', 'S150203-3']",['CA'],CA商標
,,https://mega.nz/#!P8h3XR5D!6fCQodypMCCpdul_vQdGhxLM5LH_NttJ-9OuLyyrsKA,['umLink'],"['S150203-1', 'S150203-2', 'S150203-3']","['CA', 'US']",
,,https://youtu.be/8ytB8L11vqg,['operationVideo'],"['S150203-1', 'S150203-2', 'S150203-3']","['CA', 'US']",
,,https://www.dropbox.com/home/amazon,,[''],[],
